gene,relationship,pw
94039,GpPW,PC7_4112
3448,GpPW,PC7_4449
4659,GpPW,WP306_r80308
391114,GpPW,PC7_6044
5197,GpPW,PC7_2671
841,GpPW,WP2324_r78487
5494,GpPW,PC7_2012
5111,GpPW,PC7_4156
4758,GpPW,PC7_5326
25804,GpPW,PC7_5327
5291,GpPW,PC7_2526
10203,GpPW,PC7_7439
5713,GpPW,PC7_1816
9334,GpPW,PC7_5322
4514,GpPW,PC7_6942
2280,GpPW,PC7_7439
3754,GpPW,PC7_6543
5469,GpPW,PC7_5515
5714,GpPW,PC7_6054
5719,GpPW,PC7_2623
409,GpPW,PC7_7465
11254,GpPW,PC7_8339
3084,GpPW,PC7_2925
6480,GpPW,PC7_6000
5588,GpPW,PC7_7457
80776,GpPW,PC7_5049
7015,GpPW,WP366_r84196
10262,GpPW,PC7_8609
23475,GpPW,WP2485_r70025
6203,GpPW,PC7_4729
6173,GpPW,PC7_8331
4609,GpPW,PC7_4613
5579,GpPW,PC7_2521
23262,GpPW,PC7_5322
4893,GpPW,PC7_4664
9883,GpPW,PC7_6952
5579,GpPW,WP2374_r73668
27129,GpPW,WP2895_r79216
858,GpPW,WP306_r80308
23643,GpPW,PC7_4587
79902,GpPW,PC7_4366
3725,GpPW,WP712_r78491
9076,GpPW,PC7_5867
54106,GpPW,PC7_6153
7297,GpPW,PC7_2926
727,GpPW,PC7_7457
2893,GpPW,PC7_5890
5573,GpPW,PC7_5772
998,GpPW,WP2290_r79988
5321,GpPW,PC7_5326
9611,GpPW,PC7_3278
2534,GpPW,PC7_3700
387,GpPW,PC7_6189
1845,GpPW,PC7_5772
10130,GpPW,PC7_8786
55862,GpPW,WP357_r70641
51284,GpPW,PC7_8295
2986,GpPW,PC7_7439
1576,GpPW,WP696_r72081
6667,GpPW,PC7_3277
23649,GpPW,PC7_1554
6524,GpPW,PC7_8339
2064,GpPW,PC7_6157
81442,GpPW,PC7_4043
5321,GpPW,PC7_1561
2263,GpPW,PC7_3818
10189,GpPW,PC7_6534
23165,GpPW,PC7_5322
9290,GpPW,PC7_7457
54828,GpPW,WP2858_r83015
7316,GpPW,PC7_4037
7048,GpPW,WP382_r79951
6278,GpPW,PC7_8678
6194,GpPW,WP2380_r79953
3570,GpPW,PC7_3325
63922,GpPW,WP2363_r84552
5427,GpPW,PC7_8138
5601,GpPW,WP710_r79974
5501,GpPW,PC7_5527
2488,GpPW,PC7_3994
4893,GpPW,PC7_6507
1586,GpPW,WP237_r78497
5692,GpPW,PC7_7661
948,GpPW,PC7_3084
55808,GpPW,PC7_5330
9467,GpPW,PC7_1987
10197,GpPW,PC7_8709
9187,GpPW,PC7_7290
9232,GpPW,PC7_1128
2263,GpPW,PC7_4688
10000,GpPW,PC7_4043
5588,GpPW,WP2355_r79973
9177,GpPW,PC7_4965
2787,GpPW,PC7_4016
816,GpPW,PC7_4773
3066,GpPW,PC7_6797
6489,GpPW,PC7_2100
6776,GpPW,WP304_r78799
55920,GpPW,PC7_5049
4782,GpPW,PC7_6814
3687,GpPW,WP306_r80308
84265,GpPW,PC7_6807
246330,GpPW,PC7_7461
1131,GpPW,PC7_1233
5694,GpPW,PC7_1130
5982,GpPW,PC7_4946
5599,GpPW,PC7_4286
10634,GpPW,WP2858_r83015
2260,GpPW,WP51_r79977
5699,GpPW,PC7_5527
5286,GpPW,PC7_6462
23583,GpPW,PC7_6937
1462,GpPW,PC7_6914
3283,GpPW,PC7_5332
4793,GpPW,WP2112_r63216
91522,GpPW,PC7_4758
4543,GpPW,PC7_3992
2162,GpPW,PC7_4449
390151,GpPW,PC7_4043
26496,GpPW,PC7_7439
613,GpPW,PC7_7451
11200,GpPW,PC7_2520
3636,GpPW,PC7_7491
84311,GpPW,PC7_6057
23122,GpPW,PC7_2519
146,GpPW,PC7_3991
5906,GpPW,WP734_r74438
3717,GpPW,PC7_3884
9376,GpPW,PC7_7290
857,GpPW,PC7_7496
2249,GpPW,PC7_7443
5602,GpPW,PC7_1517
3303,GpPW,PC7_3277
6657,GpPW,PC7_6201
10018,GpPW,PC7_12279
29882,GpPW,PC7_6467
2033,GpPW,PC7_2532
84545,GpPW,PC7_5524
7535,GpPW,PC7_7787
5595,GpPW,PC7_5697
6908,GpPW,PC7_6810
3303,GpPW,PC7_1214
8651,GpPW,WP619_r71168
6534,GpPW,WP2884_r83041
5894,GpPW,WP2526_r82681
1230,GpPW,PC7_2620
1132,GpPW,WP536_r80211
9846,GpPW,PC7_3884
283149,GpPW,PC7_7484
3352,GpPW,WP455_r81793
83464,GpPW,PC7_7439
145957,GpPW,PC7_2679
2876,GpPW,PC7_3277
51362,GpPW,PC7_8343
4868,GpPW,WP2572_r79947
341276,GpPW,PC7_4043
594857,GpPW,PC7_3994
406,GpPW,PC7_5322
11136,GpPW,PC7_4449
2335,GpPW,WP3287_r84570
4189,GpPW,PC7_8786
5529,GpPW,PC7_4449
23493,GpPW,WP2064_r79263
387,GpPW,PC7_3670
26135,GpPW,WP2864_r79278
1051,GpPW,WP236_r80209
3055,GpPW,PC7_3417
246184,GpPW,PC7_7426
2549,GpPW,PC7_2679
7533,GpPW,PC7_1684
3356,GpPW,PC7_7457
2182,GpPW,PC7_8424
10369,GpPW,PC7_4215
7448,GpPW,PC7_4688
7479,GpPW,PC7_7483
2791,GpPW,PC7_7457
51301,GpPW,PC7_6540
10154,GpPW,PC7_1863
10672,GpPW,WP2032_r79960
186,GpPW,PC7_4044
5427,GpPW,PC7_5530
10855,GpPW,PC7_2500
7483,GpPW,PC7_6815
64949,GpPW,PC7_5523
6228,GpPW,PC7_3963
54331,GpPW,PC7_6638
53632,GpPW,PC7_5307
256435,GpPW,PC7_7764
57678,GpPW,PC7_3882
9212,GpPW,PC7_5530
6517,GpPW,PC7_7290
808,GpPW,PC7_4001
51010,GpPW,PC7_4862
11340,GpPW,PC7_8631
1613,GpPW,PC7_1684
6470,GpPW,WP2525_r80205
5587,GpPW,PC7_7649
5685,GpPW,PC7_2623
133383,GpPW,WP2369_r83012
4968,GpPW,PC7_8680
115557,GpPW,PC7_7439
10818,GpPW,PC7_6618
8648,GpPW,WP2034_r80016
8334,GpPW,PC7_4308
7040,GpPW,WP382_r79951
7481,GpPW,PC7_7483
5295,GpPW,PC7_4619
9635,GpPW,PC7_12279
10971,GpPW,PC7_5307
1487,GpPW,PC7_5983
7316,GpPW,PC7_1859
1026,GpPW,PC7_7439
5894,GpPW,WP2324_r78487
6158,GpPW,PC7_3963
478,GpPW,PC7_4792
5829,GpPW,PC7_1664
10010,GpPW,PC7_4688
487,GpPW,PC7_4449
7040,GpPW,WP560_r83868
166012,GpPW,PC7_2500
5519,GpPW,WP500_r63201
836,GpPW,WP2059_r82906
9508,GpPW,PC7_2668
26330,GpPW,PC7_3278
7529,GpPW,PC7_6914
5691,GpPW,PC7_1118
9310,GpPW,PC7_4116
7076,GpPW,PC7_3065
200010,GpPW,WP2884_r83041
10274,GpPW,PC7_11234
6714,GpPW,WP2032_r79960
1571,GpPW,PC7_2905
818,GpPW,PC7_2530
23596,GpPW,WP455_r81793
23636,GpPW,PC7_4112
5516,GpPW,PC7_5078
5686,GpPW,PC7_5527
2785,GpPW,PC7_8701
6514,GpPW,PC7_6898
3627,GpPW,WP619_r71168
6775,GpPW,WP2203_r78549
1388,GpPW,WP45_r80001
51301,GpPW,PC7_6000
8350,GpPW,PC7_3682
109,GpPW,PC7_1572
805,GpPW,PC7_2333
9047,GpPW,PC7_7496
89780,GpPW,PC7_2468
5430,GpPW,PC7_4365
23225,GpPW,PC7_8346
1310,GpPW,PC7_2670
2919,GpPW,PC7_2543
6231,GpPW,PC7_4112
5719,GpPW,PC7_3278
5713,GpPW,PC7_7661
240,GpPW,WP167_r82702
10001,GpPW,PC7_5322
554313,GpPW,PC7_6791
5970,GpPW,PC7_8058
3014,GpPW,PC7_7439
389058,GpPW,PC7_6914
5583,GpPW,PC7_3633
928,GpPW,PC7_6514
4343,GpPW,PC7_3278
3018,GpPW,PC7_5272
23165,GpPW,PC7_8765
8970,GpPW,PC7_5273
5710,GpPW,PC7_1684
5518,GpPW,PC7_7427
5440,GpPW,PC7_6797
3915,GpPW,WP244_r78506
6500,GpPW,PC7_3278
5687,GpPW,PC7_6815
152831,GpPW,PC7_6149
7474,GpPW,WP2870_r79555
6175,GpPW,PC7_8712
64689,GpPW,PC7_5530
5685,GpPW,PC7_2952
8573,GpPW,PC7_7720
7474,GpPW,PC7_6108
5321,GpPW,PC7_3670
7290,GpPW,PC7_3962
8021,GpPW,PC7_3775
5519,GpPW,PC7_5528
539,GpPW,PC7_5322
595,GpPW,WP2034_r80016
7294,GpPW,PC7_4741
50848,GpPW,PC7_8276
2058,GpPW,PC7_2912
6843,GpPW,PC7_2647
3572,GpPW,PC7_1863
5439,GpPW,PC7_6923
2740,GpPW,PC7_5322
7314,GpPW,PC7_4439
7204,GpPW,PC7_5885
23291,GpPW,PC7_1563
7311,GpPW,PC7_8339
5693,GpPW,PC7_7458
5595,GpPW,WP2332_r79525
392391,GpPW,PC7_7439
6538,GpPW,PC7_5887
50999,GpPW,PC7_8771
719,GpPW,PC7_4043
5291,GpPW,PC7_8275
7702,GpPW,PC7_6807
11163,GpPW,PC7_4742
1026,GpPW,PC7_12274
6608,GpPW,PC7_4438
10733,GpPW,PC7_2534
1132,GpPW,PC7_1624
2260,GpPW,PC7_3278
5695,GpPW,PC7_5322
5970,GpPW,PC7_4940
245938,GpPW,PC7_3046
8452,GpPW,PC7_2468
4919,GpPW,PC7_7484
902,GpPW,PC7_3968
8989,GpPW,PC7_8066
5294,GpPW,PC7_6147
87,GpPW,WP306_r80308
230,GpPW,PC7_4269
1610,GpPW,PC7_4283
11097,GpPW,PC7_5322
55746,GpPW,PC7_5049
8331,GpPW,PC7_5534
11127,GpPW,WP481_r82731
7045,GpPW,PC7_2080
23592,GpPW,PC7_5534
2912,GpPW,PC7_2622
1369,GpPW,PC7_6395
3018,GpPW,PC7_5966
23239,GpPW,PC7_7445
2044,GpPW,PC7_3415
26740,GpPW,PC7_7439
4217,GpPW,PC7_12266
844,GpPW,WP536_r80211
6484,GpPW,PC7_6540
7311,GpPW,PC7_4004
11073,GpPW,PC7_3362
7728,GpPW,PC7_4116
207,GpPW,WP23_r79985
10203,GpPW,PC7_2441
3309,GpPW,PC7_2623
23621,GpPW,WP3286_r84312
3012,GpPW,PC7_5534
1432,GpPW,PC7_6876
4907,GpPW,PC7_5994
6636,GpPW,PC7_7289
1050,GpPW,WP2895_r79216
551,GpPW,PC7_2582
814,GpPW,PC7_2392
8692,GpPW,PC7_4497
2250,GpPW,PC7_3818
5213,GpPW,PC7_4207
598,GpPW,WP2447_r84415
79868,GpPW,PC7_2100
137492,GpPW,PC7_1810
8720,GpPW,PC7_5330
5595,GpPW,PC7_8668
10623,GpPW,PC7_6812
841,GpPW,PC7_3876
7409,GpPW,WP304_r78799
65109,GpPW,PC7_2634
3035,GpPW,WP2328_r84648
83737,GpPW,PC7_5981
54567,GpPW,WP268_r70096
6416,GpPW,PC7_8054
8789,GpPW,PC7_2500
1029,GpPW,WP2261_r81197
1735,GpPW,PC7_1629
29959,GpPW,PC7_5989
7184,GpPW,PC7_1190
5695,GpPW,PC7_1214
340061,GpPW,PC7_4658
1432,GpPW,PC7_6057
1299,GpPW,PC7_4758
23327,GpPW,PC7_3322
8504,GpPW,PC7_968
245936,GpPW,PC7_3046
8877,GpPW,PC7_5326
22894,GpPW,PC7_5330
1468,GpPW,PC7_1629
54885,GpPW,PC7_4300
51160,GpPW,PC7_4948
3419,GpPW,PC7_2610
5924,GpPW,PC7_4043
51692,GpPW,PC7_6801
6464,GpPW,PC7_12281
170689,GpPW,PC7_5330
56606,GpPW,PC7_2627
5695,GpPW,PC7_2952
183,GpPW,PC7_6203
23112,GpPW,PC7_6564
8350,GpPW,PC7_3869
3570,GpPW,PC7_4062
5202,GpPW,PC7_2685
55454,GpPW,PC7_3018
6772,GpPW,WP2377_r80437
941,GpPW,PC7_7445
933,GpPW,WP23_r79985
4605,GpPW,PC7_2521
5683,GpPW,PC7_1859
983,GpPW,PC7_7443
5588,GpPW,PC7_8266
113,GpPW,PC7_7475
2251,GpPW,PC7_3325
6197,GpPW,PC7_8291
3012,GpPW,PC7_2532
1479,GpPW,PC7_12073
2251,GpPW,PC7_5772
8900,GpPW,PC7_2829
5441,GpPW,PC7_12073
5426,GpPW,PC7_3776
3695,GpPW,PC7_2081
22869,GpPW,PC7_4112
8706,GpPW,WP1424_r83526
9045,GpPW,PC7_3774
375790,GpPW,PC7_6948
30817,GpPW,PC7_4044
10288,GpPW,PC7_4689
6453,GpPW,PC7_3420
554313,GpPW,PC7_6790
9883,GpPW,PC7_6882
7277,GpPW,PC7_6945
9261,GpPW,PC7_8431
8601,GpPW,WP289_r81078
2771,GpPW,PC7_7435
1735,GpPW,PC7_1625
9730,GpPW,PC7_4688
2534,GpPW,PC7_3325
545,GpPW,PC7_2530
8529,GpPW,WP702_r73516
1129,GpPW,PC7_5550
768,GpPW,PC7_5322
5443,GpPW,PC7_3994
5701,GpPW,PC7_1214
991,GpPW,PC7_7427
5162,GpPW,PC7_5322
4928,GpPW,PC7_2521
3175,GpPW,PC7_6898
91584,GpPW,PC7_3084
79369,GpPW,PC7_4874
54575,GpPW,WP702_r73516
2826,GpPW,PC7_2543
10672,GpPW,PC7_7041
84131,GpPW,PC7_2519
9533,GpPW,PC7_6794
23279,GpPW,PC7_8343
54476,GpPW,WP1449_r81172
1778,GpPW,PC7_4994
2255,GpPW,PC7_7463
8733,GpPW,PC7_6540
9846,GpPW,PC7_4619
390439,GpPW,PC7_4043
1981,GpPW,PC7_1214
92421,GpPW,PC7_5307
8140,GpPW,PC7_1630
3568,GpPW,WP127_r78498
390874,GpPW,PC7_6907
81706,GpPW,PC7_4761
3171,GpPW,PC7_3849
540,GpPW,PC7_4792
4056,GpPW,PC7_5322
6648,GpPW,WP710_r79974
6500,GpPW,PC7_4492
8463,GpPW,PC7_6203
6193,GpPW,PC7_8332
1739,GpPW,PC7_8340
3717,GpPW,WP395_r79978
4790,GpPW,WP3298_r84382
442186,GpPW,PC7_7439
3674,GpPW,PC7_1697
1027,GpPW,PC7_6894
31,GpPW,PC7_4690
51728,GpPW,PC7_6808
8356,GpPW,PC7_7483
50617,GpPW,PC7_4949
26737,GpPW,PC7_4043
94122,GpPW,WP2291_r68922
8202,GpPW,PC7_5326
23284,GpPW,WP334_r79716
23705,GpPW,PC7_2524
941,GpPW,WP2328_r84648
60436,GpPW,PC7_7313
347733,GpPW,PC7_8339
723790,GpPW,PC7_2674
50838,GpPW,PC7_2622
50832,GpPW,PC7_3992
6536,GpPW,WP2884_r83041
57153,GpPW,PC7_7743
151056,GpPW,PC7_3280
2567,GpPW,PC7_4014
9394,GpPW,PC7_4414
57153,GpPW,PC7_6462
317,GpPW,PC7_1684
6498,GpPW,PC7_4112
2232,GpPW,PC7_5322
26190,GpPW,PC7_2541
2254,GpPW,PC7_3325
3292,GpPW,PC7_5332
4017,GpPW,PC7_3649
2069,GpPW,PC7_6157
996,GpPW,PC7_2532
3434,GpPW,PC7_4688
5435,GpPW,PC7_3960
6218,GpPW,PC7_3774
5578,GpPW,PC7_2926
1326,GpPW,WP231_r81070
4099,GpPW,WP3584_r84776
9700,GpPW,PC7_5049
2741,GpPW,PC7_4965
6339,GpPW,PC7_8339
5921,GpPW,PC7_3420
87,GpPW,PC7_6514
5829,GpPW,PC7_1601
100293534,GpPW,PC7_1528
51085,GpPW,PC7_1119
4771,GpPW,PC7_3699
1401,GpPW,PC7_4637
8360,GpPW,PC7_5272
2787,GpPW,PC7_1533
1978,GpPW,PC7_7439
80218,GpPW,WP702_r73516
11083,GpPW,PC7_2519
10026,GpPW,PC7_1849
7408,GpPW,PC7_4688
79727,GpPW,PC7_3084
1856,GpPW,PC7_7459
23516,GpPW,PC7_7290
337,GpPW,PC7_3280
11163,GpPW,PC7_5322
7334,GpPW,PC7_1517
5718,GpPW,PC7_2518
9365,GpPW,PC7_7444
8737,GpPW,PC7_3798
6170,GpPW,PC7_8712
3145,GpPW,PC7_5322
1272,GpPW,PC7_1863
3717,GpPW,PC7_3435
127,GpPW,PC7_6432
941,GpPW,PC7_7448
51121,GpPW,PC7_685
6868,GpPW,PC7_3065
7263,GpPW,PC7_3064
6790,GpPW,PC7_1856
1579,GpPW,PC7_6432
3852,GpPW,PC7_4161
8668,GpPW,PC7_8332
5290,GpPW,WP2203_r78549
257397,GpPW,PC7_8058
5058,GpPW,PC7_7439
8607,GpPW,PC7_8141
4254,GpPW,PC7_6157
7409,GpPW,WP69_r79955
3123,GpPW,PC7_6128
3717,GpPW,PC7_7266
3932,GpPW,PC7_4365
117143,GpPW,PC7_4308
91120,GpPW,PC7_4112
8608,GpPW,PC7_8228
3665,GpPW,PC7_6913
2790,GpPW,PC7_6638
257397,GpPW,PC7_7778
442117,GpPW,PC7_6000
10174,GpPW,PC7_5551
3667,GpPW,PC7_6994
121512,GpPW,PC7_12280
5290,GpPW,PC7_4612
1259,GpPW,PC7_3278
26245,GpPW,WP117_r82985
2769,GpPW,PC7_6098
80310,GpPW,WP306_r80308
990,GpPW,PC7_4005
5439,GpPW,PC7_6789
51263,GpPW,PC7_6057
799,GpPW,PC7_4044
2648,GpPW,PC7_4308
5696,GpPW,PC7_2521
129401,GpPW,PC7_5530
8387,GpPW,PC7_7457
8337,GpPW,PC7_6797
9491,GpPW,PC7_4037
3551,GpPW,PC7_5559
57369,GpPW,PC7_5307
2246,GpPW,WP51_r79977
7076,GpPW,PC7_1123
27113,GpPW,PC7_1994
1912,GpPW,PC7_6072
3710,GpPW,PC7_4158
348995,GpPW,PC7_5527
7483,GpPW,PC7_4044
10096,GpPW,PC7_3084
7386,GpPW,PC7_8229
8660,GpPW,PC7_6157
5573,GpPW,PC7_7443
391194,GpPW,PC7_4043
4854,GpPW,WP61_r78592
23220,GpPW,PC7_8803
400830,GpPW,PC7_3046
9261,GpPW,PC7_5322
8503,GpPW,PC7_6462
3553,GpPW,WP2873_r79696
5983,GpPW,PC7_2575
2992,GpPW,PC7_3278
6539,GpPW,PC7_5848
5700,GpPW,PC7_1877
5602,GpPW,PC7_5559
6347,GpPW,WP2374_r73668
7448,GpPW,PC7_5968
6527,GpPW,PC7_5322
5834,GpPW,PC7_3278
10273,GpPW,PC7_4688
10020,GpPW,PC7_2100
11095,GpPW,PC7_6000
219469,GpPW,PC7_6044
10326,GpPW,PC7_2526
145957,GpPW,PC7_5772
3161,GpPW,PC7_3278
2885,GpPW,PC7_6149
6714,GpPW,WP2586_r79995
6464,GpPW,PC7_7444
6156,GpPW,PC7_4728
3574,GpPW,PC7_7461
196883,GpPW,PC7_4001
390892,GpPW,PC7_6044
5443,GpPW,PC7_4044
25873,GpPW,PC7_8331
84062,GpPW,PC7_2630
57126,GpPW,PC7_2525
23385,GpPW,WP268_r70096
1580,GpPW,PC7_3647
898,GpPW,PC7_2529
2879,GpPW,WP100_r74146
940,GpPW,PC7_7787
27161,GpPW,PC7_7475
1387,GpPW,PC7_6057
6927,GpPW,PC7_6569
6231,GpPW,PC7_6393
5872,GpPW,PC7_5307
2172,GpPW,PC7_5322
170506,GpPW,PC7_6786
226,GpPW,PC7_6514
5604,GpPW,WP1544_r84696
5295,GpPW,PC7_6919
83999,GpPW,PC7_7484
196335,GpPW,PC7_7439
6382,GpPW,PC7_5326
8661,GpPW,PC7_685
6908,GpPW,PC7_6791
8818,GpPW,PC7_1750
5721,GpPW,PC7_3060
1612,GpPW,PC7_6993
26190,GpPW,WP399_r79474
857,GpPW,PC7_2035
8313,GpPW,WP2857_r80151
5686,GpPW,PC7_2833
55650,GpPW,PC7_6539
5608,GpPW,PC7_8295
1027,GpPW,PC7_7447
8337,GpPW,PC7_6815
11255,GpPW,PC7_3992
1956,GpPW,PC7_2925
7223,GpPW,PC7_6996
4683,GpPW,PC7_1203
2887,GpPW,PC7_7261
1022,GpPW,WP2795_r78544
22937,GpPW,PC7_6899
5578,GpPW,PC7_7447
2932,GpPW,PC7_1855
91768,GpPW,PC7_4449
6667,GpPW,WP3584_r84776
5255,GpPW,PC7_3278
23225,GpPW,PC7_4688
375519,GpPW,PC7_4104
11143,GpPW,PC7_6876
10921,GpPW,PC7_6801
5031,GpPW,PC7_6094
10482,GpPW,PC7_8345
347734,GpPW,PC7_8339
8290,GpPW,PC7_6315
8351,GpPW,PC7_4308
259289,GpPW,PC7_7439
2557,GpPW,PC7_8339
7474,GpPW,PC7_6815
2569,GpPW,PC7_5890
718,GpPW,PC7_4741
255626,GpPW,PC7_3855
57530,GpPW,PC7_7439
79017,GpPW,PC7_2098
5196,GpPW,PC7_6396
8360,GpPW,PC7_5530
6776,GpPW,WP236_r80209
3569,GpPW,PC7_7462
84515,GpPW,PC7_7024
8312,GpPW,PC7_6569
55052,GpPW,PC7_5523
928,GpPW,PC7_4449
3725,GpPW,PC7_1517
317,GpPW,PC7_4785
8367,GpPW,PC7_2570
2247,GpPW,PC7_4284
2248,GpPW,PC7_6994
5144,GpPW,PC7_4043
941,GpPW,PC7_4688
84912,GpPW,PC7_8360
7187,GpPW,PC7_5560
3452,GpPW,PC7_4449
8021,GpPW,PC7_5707
9138,GpPW,PC7_7439
5425,GpPW,PC7_5188
5693,GpPW,PC7_8766
3292,GpPW,PC7_5326
6228,GpPW,PC7_5973
10627,GpPW,PC7_3415
4720,GpPW,PC7_12279
3177,GpPW,PC7_8355
11024,GpPW,PC7_4689
10818,GpPW,PC7_3278
348995,GpPW,PC7_5324
79866,GpPW,PC7_6890
10454,GpPW,PC7_8288
6152,GpPW,PC7_5324
4277,GpPW,PC7_4688
1956,GpPW,PC7_6994
4319,GpPW,PC7_2669
2628,GpPW,PC7_2703
7706,GpPW,PC7_4688
6431,GpPW,PC7_6589
6464,GpPW,WP364_r83783
2783,GpPW,PC7_7439
5604,GpPW,PC7_7491
2926,GpPW,PC7_4728
29102,GpPW,PC7_4112
4204,GpPW,WP2858_r83015
130,GpPW,PC7_3756
5924,GpPW,PC7_6957
6932,GpPW,PC7_2393
401667,GpPW,PC7_7457
890,GpPW,PC7_7426
1544,GpPW,WP2542_r70621
723790,GpPW,PC7_2519
8554,GpPW,PC7_2907
7531,GpPW,PC7_2530
5045,GpPW,PC7_6310
23416,GpPW,PC7_6543
3178,GpPW,PC7_6589
3354,GpPW,PC7_7457
5290,GpPW,WP1449_r81172
92609,GpPW,PC7_5330
122830,GpPW,WP702_r73516
145173,GpPW,PC7_5330
54820,GpPW,PC7_5529
6259,GpPW,PC7_7484
7329,GpPW,PC7_5273
382,GpPW,PC7_6542
5604,GpPW,WP2643_r74251
3000,GpPW,PC7_8231
3674,GpPW,WP306_r80308
5905,GpPW,PC7_7427
92949,GpPW,PC7_6540
5028,GpPW,PC7_7439
27161,GpPW,PC7_2393
3760,GpPW,PC7_8340
8338,GpPW,PC7_5966
3672,GpPW,PC7_7495
330,GpPW,PC7_3798
148867,GpPW,PC7_6395
57731,GpPW,PC7_4765
8543,GpPW,PC7_4637
775,GpPW,WP2118_r71265
6464,GpPW,WP710_r79974
3070,GpPW,WP254_r84652
6530,GpPW,WP2884_r83041
548596,GpPW,PC7_2703
7204,GpPW,PC7_7463
23471,GpPW,PC7_7357
2888,GpPW,PC7_1664
572,GpPW,PC7_3699
8607,GpPW,PC7_3073
1385,GpPW,PC7_5970
3984,GpPW,PC7_7423
79728,GpPW,PC7_3874
811,GpPW,PC7_2460
85236,GpPW,PC7_6794
5291,GpPW,PC7_2624
26229,GpPW,PC7_3018
84765,GpPW,PC7_4116
805,GpPW,PC7_3327
5717,GpPW,PC7_1858
53918,GpPW,WP306_r80308
192669,GpPW,PC7_4112
1544,GpPW,PC7_6432
7428,GpPW,PC7_4688
6195,GpPW,PC7_4107
6195,GpPW,PC7_7463
7915,GpPW,PC7_4019
1432,GpPW,PC7_5327
2787,GpPW,PC7_4754
27113,GpPW,WP1772_r84701
3952,GpPW,PC7_3084
5063,GpPW,WP185_r80036
23239,GpPW,PC7_1877
3065,GpPW,PC7_2521
10000,GpPW,WP75_r83867
196883,GpPW,WP289_r81078
340061,GpPW,PC7_8803
79172,GpPW,PC7_3073
118788,GpPW,PC7_4688
3909,GpPW,PC7_3777
6950,GpPW,PC7_3974
2069,GpPW,PC7_7448
8346,GpPW,PC7_4334
27113,GpPW,WP707_r82937
11051,GpPW,PC7_6535
85236,GpPW,PC7_2529
472,GpPW,WP45_r80001
6232,GpPW,PC7_3772
1282,GpPW,PC7_7718
335,GpPW,PC7_4992
1288,GpPW,PC7_2670
133522,GpPW,WP391_r71373
375,GpPW,PC7_4365
8480,GpPW,PC7_5985
8554,GpPW,PC7_4688
5717,GpPW,PC7_6897
140459,GpPW,PC7_2623
4099,GpPW,PC7_7463
220134,GpPW,PC7_5530
25885,GpPW,WP2377_r80437
84265,GpPW,PC7_6811
7298,GpPW,WP2446_r84651
408,GpPW,PC7_4638
23594,GpPW,PC7_6881
10891,GpPW,WP2895_r79216
1027,GpPW,PC7_1563
3725,GpPW,WP706_r80056
79132,GpPW,PC7_4741
7450,GpPW,PC7_3958
1385,GpPW,PC7_1178
4830,GpPW,PC7_5994
7037,GpPW,PC7_3853
6195,GpPW,PC7_5559
23533,GpPW,PC7_5322
149461,GpPW,PC7_8276
2624,GpPW,PC7_4340
3456,GpPW,PC7_2907
6904,GpPW,PC7_6537
8323,GpPW,PC7_12487
5291,GpPW,PC7_4940
4175,GpPW,PC7_2520
4803,GpPW,PC7_12282
23421,GpPW,PC7_5527
3562,GpPW,PC7_7457
4690,GpPW,PC7_5885
79720,GpPW,PC7_3278
348932,GpPW,PC7_1623
10806,GpPW,PC7_5529
9965,GpPW,PC7_7448
10388,GpPW,PC7_2519
102,GpPW,PC7_7474
23054,GpPW,PC7_8339
144124,GpPW,PC7_7439
8354,GpPW,PC7_7483
4790,GpPW,PC7_1851
9706,GpPW,WP1471_r82750
3760,GpPW,PC7_4016
3191,GpPW,PC7_6589
6502,GpPW,PC7_5981
5606,GpPW,PC7_2533
9953,GpPW,PC7_4451
3423,GpPW,PC7_5322
3725,GpPW,PC7_3670
6786,GpPW,PC7_6513
4686,GpPW,PC7_8344
5925,GpPW,PC7_2949
2625,GpPW,PC7_6913
5686,GpPW,PC7_1684
57007,GpPW,WP455_r81793
3017,GpPW,PC7_5271
6146,GpPW,PC7_5327
1385,GpPW,WP3594_r84573
9564,GpPW,PC7_7493
10197,GpPW,PC7_4004
2535,GpPW,PC7_7484
10316,GpPW,PC7_3993
4040,GpPW,PC7_7483
7035,GpPW,PC7_3958
10747,GpPW,PC7_2704
867,GpPW,PC7_6870
22901,GpPW,PC7_5322
2247,GpPW,WP2064_r79263
11144,GpPW,PC7_5271
867,GpPW,WP481_r82731
8823,GpPW,PC7_4662
8604,GpPW,PC7_4207
207,GpPW,PC7_6904
1432,GpPW,PC7_1551
387,GpPW,PC7_1868
4171,GpPW,PC7_6881
285220,GpPW,PC7_3415
580,GpPW,WP1971_r82939
740,GpPW,PC7_5523
9112,GpPW,PC7_2570
192670,GpPW,PC7_5772
1003,GpPW,PC7_8667
383,GpPW,PC7_1178
80331,GpPW,PC7_4019
1796,GpPW,PC7_7494
613209,GpPW,PC7_4741
6751,GpPW,PC7_7457
1432,GpPW,PC7_7463
51343,GpPW,PC7_1128
8334,GpPW,PC7_2575
1432,GpPW,PC7_6849
92399,GpPW,PC7_5521
9014,GpPW,PC7_5875
6446,GpPW,PC7_2624
6391,GpPW,WP78_r70014
5296,GpPW,PC7_4663
6804,GpPW,PC7_5330
5367,GpPW,PC7_4107
107,GpPW,PC7_3994
10326,GpPW,PC7_7437
2033,GpPW,PC7_4417
2998,GpPW,PC7_4207
